gender,name_code,scentopia_oil,main_category,sub_category,perfume_name,main_note,top_note,middle_note,base_note,historical_significance,health_benefits,strength,main_accords,attribute_category,scent_writeup
Male,MOR12,Men Oriental 12,Oriental,NA,Cinnamon Valley : Woods & Resins,Cinnamon,"Cinnamon
Chili Pepper
Pink Pepper","Chili Pepper
Leather","Resins
Woodsy Notes","Cinnamon has been a prized spice for centuries, symbolizing warmth and luxury in ancient trade routes. Chili pepper and pink pepper evoke spice, heat, and energy, historically used in both culinary and medicinal practices. Leather has long symbolized strength and sensuality in perfumes, while resins and woodsy notes bring earthy, grounding elements, used in sacred rituals and ancient perfumery for their rich, deep qualities.","Cinnamon, chili pepper, and pink pepper provide a warming, spicy sensation that boosts circulation, improves digestion, and enhances mood. Chili pepper and leather evoke strength and depth, while resins and woodsy notes offer grounding, calming effects, and support emotional balance. Cinnamon, in particular, promotes warmth, reduces inflammation, and helps alleviate stress.",9,"main accords
1.	warm spicy
2.	cinnamon
3.	woody
4.	amber
5.	soft spicy
6.	leather
7.	fresh",5- Sexy,"MOR12 is a daring, spicy fragrance that combines bold heat with sensual depth. Cinnamon, chili pepper, and pink pepper create an intense, warming spice that awakens the senses and energizes the body. The heart of chili pepper and leather adds strength and allure, evoking warmth and sensuality. Resins and woodsy notes bring grounding earthiness, creating a rich, deep foundation reminiscent of ancient rituals and sacred traditions. This fragrance is both invigorating and comforting, with warm spicy and woody accords that exude confidence and power, perfect for those who want a sexy, bold scent that makes a lasting impression."
Male,MOR2,Men Oriental 2,Oriental,NA,Saffron Swagger : Leather,Leather,"Raspberry
Saffron
Thyme","Olibanum
Jasmine","Leather
Suede
Woody Notes
Amber","Raspberry symbolizes sweetness and indulgence, often associated with abundance in ancient cultures. Saffron, one of the most expensive spices, was used in sacred rituals and royal courts. Thyme was valued in ancient medicine for its healing properties. Olibanum (frankincense) has deep religious significance, while jasmine represents love and beauty. Leather and suede evoke luxury and strength, while woody notes and amber provide grounding warmth, often used in both spiritual practices and high-end perfumery for their rich, timeless qualities.","Raspberry, saffron, and thyme offer antioxidant-rich properties, boost immunity, and enhance mood. Olibanum and jasmine provide calming, soothing effects that reduce stress and promote emotional balance. Leather, suede, woody notes, and amber offer warmth, grounding, and emotional depth while evoking a sense of luxury and comfort. Leather, in particular, promotes a sense of strength, resilience, and confidence.",10,"main accords
1.	leather
2.	fruity
3.	animalic
4.	sweet
5.	amber
6.	smoky
7.	warm spicy",3- money,"MOR2 is an opulent, sophisticated fragrance that blends indulgence with strength. Raspberry, symbolizing sweetness and abundance, mingles with the luxurious depth of saffron, historically reserved for royalty, and thyme, prized for its healing properties. Olibanum (frankincense) and jasmine add calm and beauty, while leather and suede evoke power, resilience, and luxury. The rich, grounding base of woody notes and amber brings warmth and depth, with hints of smoky allure. With fruity, leather, and amber accords, MOR2 is perfect for those seeking a scent of sophistication and strength—ideal for moments of success, confidence, and timeless elegance."
Male,MOR3,Men Oriental 3,Oriental,NA,You spice up my life : Leather & musk,Leather,"Nutmeg Flower
Lavender
Cedar
Mandarin Orange
Chamomile
Hawthorn
Bergamot
Lemon","Violet Leaf
Nutmeg
Cedar
Sandalwood
Carnation
Honeysuckle
Jasmine
Lily-of-the-Valley","Leather
Vetiver
Musk
Amber
Patchouli
Tonka Bean","Leather has been historically associated with strength, luxury, and sensuality, often used in royal and sacred objects. Nutmeg flower, lavender, and cedar were used in ancient healing and purification rituals. Mandarin orange, chamomile, and hawthorn symbolize relaxation and vitality. Bergamot and lemon were prized for their refreshing qualities in early perfumery. Violet leaf, nutmeg, cedar, and sandalwood have deep roots in herbalism and spiritual practices. Carnation, honeysuckle, jasmine, and lily-of-the-valley were adored for their romantic and floral aromas. Vetiver, musk, amber, patchouli, and tonka bean are grounding and used in creating luxurious, lasting fragrances.","Nutmeg flower, lavender, cedar, mandarin orange, chamomile, hawthorn, bergamot, and lemon offer calming, soothing effects, improve mood, and support relaxation. Violet leaf, nutmeg, cedar, sandalwood, carnation, honeysuckle, jasmine, and lily-of-the-valley enhance emotional balance, reduce stress, and uplift the senses. Leather, vetiver, musk, amber, patchouli, and tonka bean provide grounding, warmth, and comfort, offering both mental clarity and emotional depth. Leather, in particular, evokes strength, resilience, and stability.",9,"main accords
1.	leather
2.	woody
3.	ozonic
4.	fresh spicy
5.	animalic
6.	aromatic
7.	aquatic
8.	floral
9.	citrus
10.	green",2- Adult,"MOR3 is a complex, luxurious fragrance that blends the calming and revitalizing power of nature with rich, grounding depth. Nutmeg flower, lavender, cedar, and chamomile offer soothing effects, while mandarin orange, hawthorn, bergamot, and lemon refresh and uplift the senses. Violet leaf, nutmeg, cedar, sandalwood, and jasmine add an aromatic floral harmony, symbolizing emotional balance and vitality. The base of leather, vetiver, musk, amber, patchouli, and tonka bean brings strength, warmth, and sensuality, evoking a sense of resilience and confidence. With leather and woody accords, MOR3 is perfect for adults seeking a sophisticated scent that exudes power, serenity, and elegance."
Male,MOR4,Men Oriental 4,Oriental,NA,"Spice and the city : Tobacco, Honey & Cinnamon",Cinnamon,"Orange Blossom
Mandarin Orange
Bergamot
Amalfi Lemon","Cinnamon
Heliotrope
Jasmine
Cardamom
Lily-of-the-Valley","Vanilla
Tonka Bean
Sandalwood
Patchouli
Honey
Tobacco
Vetiver","Cinnamon has been a symbol of luxury and warmth, traded for centuries and used in ancient rituals. Orange blossom, mandarin orange, bergamot, and Amalfi lemon represent freshness, vitality, and joy, historically valued in perfumes for their uplifting properties. Cinnamon and heliotrope bring spicy-sweet depth, while jasmine and cardamom symbolize romance and exotic allure. Lily-of-the-valley has long represented purity. Vanilla, tonka bean, sandalwood, patchouli, honey, tobacco, and vetiver are deep, grounding notes, used for their rich, comforting aromas and luxurious, timeless qualities.","Orange blossom, mandarin orange, bergamot, and Amalfi lemon offer refreshing, citrusy notes that uplift mood, improve skin health, and boost immunity. Cinnamon, heliotrope, jasmine, cardamom, and lily-of-the-valley enhance emotional well-being, promote relaxation, and ease stress. Vanilla, tonka bean, sandalwood, patchouli, honey, tobacco, and vetiver provide warmth, grounding, and comforting aromas that support emotional balance and relaxation. Cinnamon, in particular, stimulates circulation, reduces inflammation, and promotes warmth and comfort.",7,"main accords
1.	vanilla
2.	warm spicy
3.	white floral
4.	powdery
5.	cinnamon
6.	citrus
7.	sweet
8.	woody
9.	aromatic
10.	floral",1 - Teen,"MOR4 is a vibrant, warm fragrance that blends refreshing citrus with deep, comforting spices. It opens with the bright, uplifting notes of orange blossom, mandarin orange, bergamot, and Amalfi lemon—perfect for boosting mood and energy. Cinnamon and heliotrope add a spicy-sweet depth, while jasmine, cardamom, and lily-of-the-valley evoke romance and purity. The base is rich with vanilla, tonka bean, sandalwood, patchouli, honey, tobacco, and vetiver, offering warmth, comfort, and grounding. With a balance of sweet, spicy, and floral accords, MOR4 is a perfect scent for teens seeking a fresh, yet rich fragrance full of vitality and charm."
Male,MOR5,Men Oriental 5,Oriental,NA,"I Musk admit, you are irresistible: Green & Citrus",Green mango,"Grapefruit
Green Mango
Tomato
Carrot","Lotus
Bulrush
Orange
Hiacynth
Peony","Musk
Iris
Incense
Labdanum
Cinnamon","Green mango represents freshness and vitality, often used in tropical cultures for its refreshing, tangy flavor. Grapefruit is a symbol of energy and renewal, historically prized for its health benefits. Tomato and carrot were long associated with nourishment and vitality. Lotus, bulrush, orange, hyacinth, and peony have deep cultural significance, symbolizing purity, beauty, and renewal. Musk, iris, incense, labdanum, and cinnamon evoke warmth, spirituality, and sensuality, with ancient roots in sacred rituals and perfumery.","Grapefruit, green mango, tomato, and carrot are rich in antioxidants and vitamin C, supporting immunity, skin health, and digestion. Lotus, bulrush, orange, hyacinth, and peony promote relaxation, reduce stress, and uplift mood. Musk, iris, incense, labdanum, and cinnamon offer grounding, soothing properties, while also promoting emotional healing and clarity. Green mango, specifically, boosts digestion, supports skin rejuvenation, and enhances vitality.",5,"main accords
1.	citrus
2.	aromatic
3.	floral
4.	fresh spicy
5.	green
6.	fruity
7.	tropical
8.	powdery
9.	herbal
10.	sweet",4- Season,"MOR5 is a vibrant, refreshing fragrance that blends the energizing qualities of citrus and tropical fruits with soothing floral and grounding notes. Green mango, grapefruit, tomato, and carrot evoke vitality and renewal, with green mango symbolizing freshness and rejuvenation. Lotus, bulrush, orange, hyacinth, and peony bring purity, beauty, and calm, while musk, iris, incense, labdanum, and cinnamon add warmth and sensuality, rooted in ancient rituals. This fragrance is rich in antioxidants and vitamin C, promoting skin health, immunity, and emotional balance—perfect for those seeking a fresh, invigorating scent that resonates with vitality and renewal throughout the seasons."
Male,MOR6,Men Oriental 6,Oriental,NA,"Its Raining men : Cypress, Ginger & Oakmoss",Ginger,"Lavender
Cypress
Geranium","Cashmeran
Cedar
Sandalwood
Patchouli","Musk
Oakmoss
Tonka Bean","Ginger has been valued for its warming, invigorating properties and used in both culinary and medicinal practices for centuries. Lavender, cypress, and geranium were cherished in ancient healing rituals for their calming and balancing qualities. Cashmeran, cedar, sandalwood, and patchouli add depth, with sacred and grounding symbolism in spiritual practices. Musk, oakmoss, and tonka bean provide richness, warmth, and sensuality, often used in perfumery to create complex, lasting fragrances.","Lavender, cypress, and geranium offer calming, soothing effects, reduce stress, and promote relaxation. Cashmeran, cedar, sandalwood, and patchouli provide grounding, warmth, and emotional depth, while supporting mental clarity and well-being. Musk, oakmoss, and tonka bean add warmth, sensuality, and a touch of sweetness. Ginger specifically stimulates circulation, supports digestion, and provides a refreshing, invigorating sensation, while boosting overall energy.",9,"main accords
1.	woody
2.	aromatic
3.	powdery
4.	musky
5.	fresh spicy
6.	lavender
7.	warm spicy",5- Sexy,"MOR6 is a rich, grounding blend that balances warmth, freshness, and sensual depth. Ginger, with its invigorating and warming properties, opens the scent with a burst of energy. Lavender, cypress, and geranium offer calming and balancing effects, promoting relaxation and emotional well-being. The heart deepens with cashmeran, cedar, sandalwood, and patchouli, adding a woody, earthy complexity that evokes grounding and sacredness. Musk, oakmoss, and tonka bean enhance the richness, warmth, and sensuality of the fragrance, while providing a lasting, smooth finish. With woody, aromatic, and warm spicy accords, this fragrance is perfect for those seeking a sexy, comforting scent with depth and vitality."
Male,MOR7,Men Oriental 7,Oriental,NA,Catch me if you cayenne! : Benzoin & Woods,Benzoin,"Spices
elemi","Iris
Tuberose","dark woodsy notes
Siam Benzoin","Benzoin has been valued for centuries for its warm, resinous scent, often used in incense and sacred rituals. Spices like cinnamon and cloves were prized in ancient trade, symbolizing luxury. Elemi has long been used in perfumes for its citrusy, balsamic qualities. Iris was historically associated with royalty and divine beauty. Tuberose symbolizes sensuality and was cherished in ancient cultures for its rich, intoxicating fragrance. Dark woodsy notes and Siam benzoin bring grounding depth, often used in spiritual practices for their earthy, comforting aromas.","Spices and elemi offer a warm, energizing blend that stimulates the senses and promotes mental clarity. Iris and tuberose enhance relaxation, reduce stress, and support emotional balance. Dark woodsy notes and Siam benzoin provide grounding, calming effects and deepen emotional healing. Benzoin, in particular, has soothing, anti-inflammatory properties that help relieve anxiety and promote tranquility.",8,"main accords
1.	warm spicy
2.	woody
3.	amber
4.	iris
5.	aromatic
6.	balsamic
7.	tuberose
8.	white floral
9.	powdery
10.	vanilla",5- Sexy,"MOR7 is a sensual, complex fragrance that weaves warmth, floral richness, and earthy depth. Spices like cinnamon and cloves, symbolizing luxury, combine with elemi's citrusy, balsamic notes for an energizing, invigorating start. Iris, associated with royalty, and tuberose, a symbol of sensuality, create an intoxicating, floral heart. Dark woodsy notes and Siam benzoin provide grounding depth, enhancing the fragrance with earthy, comforting aromas. Benzoin’s soothing, anti-inflammatory properties promote tranquility and emotional balance. With warm spicy, woody, and amber accords, this fragrance is perfect for those seeking a sexy, captivating scent that evokes strength, sensuality, and a touch of luxury."
Male,MOR8,Men Oriental 8,Oriental,NA,Over the MoonFlower : & Lavender,Lavender,Lavender,Moonflower,White musk,"Lavender has been cherished since ancient times for its calming properties and was used in baths, perfumes, and as a healing herb. Moonflower symbolizes mystery and beauty, often found in romantic poetry and folklore. White musk, once derived from animals, is now synthetically created and is valued for its soft, sensual, and comforting qualities, often used as a base note in perfumery","Lavender offers calming effects, promotes relaxation, and aids in better sleep. Moonflower adds a soft, soothing floral scent that helps reduce stress and uplift mood. White musk provides a gentle, comforting aroma that grounds the senses, promotes emotional balance, and enhances relaxation. Together, they create a calming and peaceful atmosphere.",7,"Main Accords
1.	Floral
2.	Powdery
3.	Aromatic
4.	Soft spicy
5.	Musky
6.	Fresh
7.	Herbal
8.	Sweet
9.	Green
10.	Soapy",6- Health,"MOR8 is a soothing, calming fragrance that blends the timeless tranquility of lavender with the mystery of moonflower and the comforting softness of white musk. Lavender, cherished for centuries for its relaxing properties, promotes restful sleep and reduces stress. Moonflower adds a delicate, floral touch, symbolizing beauty and mystery, while white musk provides a gentle, grounding scent that enhances emotional balance. Together, they create a peaceful atmosphere, perfect for unwinding after a long day. With floral, powdery, and aromatic accords, MOR8 is ideal for those seeking a health-focused fragrance that promotes relaxation, emotional well-being, and serenity."
Male,MOR9,Men Oriental 9,Oriental,NA,Its just matter of lime : & Fig,Cedarwood,"Blood Orange
Sicilian Lemon","Fig
Saffron","Leather
Woody Notes","Blood orange and Sicilian lemon are known for their vibrant, zesty freshness, symbolizing energy and vitality. Fig, a symbol of abundance and fertility in ancient cultures, adds a sweet, fruity depth. Saffron, historically one of the most expensive spices, has long been used for its luxurious and rich aroma. Leather and woody notes evoke strength and sensuality, while cedarwood, valued since ancient times, brings a grounding, earthy essence, often used in sacred rituals and aromatic traditions.","Blood orange and Sicilian lemon are rich in vitamin C, providing a refreshing, energizing boost that supports immunity and brightens the skin. Fig and saffron offer antioxidant properties, promote digestion, and enhance mood. Leather and woody notes create warmth and depth, grounding emotions. Cedarwood provides a calming, earthy aroma that helps reduce stress and promote relaxation.",8,"main accords
1.	leather
2.	fruity
3.	citrus
4.	woody
5.	sweet
6.	animalic
7.	warm spicy
8.	smoky",2- Adult,"MOR9 is a sophisticated fragrance that blends vibrant citrus with deep, earthy notes. The zesty freshness of blood orange and Sicilian lemon invigorates the senses, symbolizing energy and vitality. Fig adds a sweet, fruity depth, while saffron offers a luxurious, rich aroma. Leather and woody notes evoke strength and sensuality, with cedarwood providing a grounding, calming essence. This fragrance is perfect for adults who appreciate a balance of warmth and freshness, with fruity, citrus, and leather accords creating a powerful, lasting impression. MOR9 is both energizing and comforting, ideal for those who seek elegance and depth in their scent."
Male,MWD1,Men Woody 1,Woody,Fresh,This one I Fir Real : Vetiver & Rosewood,Fir,"Fir
Lemon
Orange
Petitgrain
Cardamom
Sea Notes","Rosemary
Jasmine
Lily-of-the-Valley
Sage
Rose","Musk
Vetiver
Oakmoss
Brazilian Rosewood
Sandalwood","Fir has been historically used in ancient rituals for its fresh, invigorating scent, symbolizing strength and resilience. Lemon, orange, and petitgrain bring a bright, citrusy freshness that has been valued in traditional perfumery. Cardamom was prized for its warmth and spice in ancient trade. Sea notes evoke the freshness and freedom of the ocean. Rosemary, jasmine, lily-of-the-valley, sage, and rose symbolize purity, love, and relaxation, often used in ancient healing. Musk, vetiver, oakmoss, Brazilian rosewood, and sandalwood are grounding, sensual notes with deep spiritual significance, often used in rituals and royal perfumes.","Fir, lemon, orange, petitgrain, cardamom, and sea notes provide a fresh, uplifting aroma that boosts energy, enhances mood, and supports mental clarity. Rosemary, jasmine, lily-of-the-valley, sage, and rose promote emotional balance, reduce stress, and uplift the spirit. Musk, vetiver, oakmoss, Brazilian rosewood, and sandalwood offer grounding, relaxation, and mental clarity while supporting emotional well-being. Fir, specifically, promotes respiratory health, relieves stress, and refreshes the mind.",7,"main accords
1.	aromatic
2.	woody
3.	citrus
4.	fresh spicy
5.	musky
6.	fresh
7.	earthy
8.	powdery
9.	white floral
10.	sweet",1 - Teen,"MWD1 is a bright, refreshing fragrance that blends invigorating citrus and fresh, earthy notes. Fir, with its historical significance in rituals, brings a sense of strength and resilience, while lemon, orange, and petitgrain add vibrant, zesty freshness. Cardamom offers a warm, spicy touch, while sea notes evoke the freedom of the ocean. The heart blooms with rosemary, jasmine, lily-of-the-valley, sage, and rose, symbolizing purity and love, offering a relaxing, uplifting experience. The base of musk, vetiver, oakmoss, Brazilian rosewood, and sandalwood provides grounding depth and mental clarity. With its aromatic, woody, and citrus accords, MWD1 is perfect for teens seeking energy, balance, and freshness."
Male,MWD10,Men Woody 10,Woody,NA,For the love of Cedar : Fig & Bay,Cedarwood,"Fig
Bay Leaf
Bergamot","Cedar
Vetiver
Musk","Tobacco
Hay","Fig has long symbolized abundance and fertility, with deep ties to ancient cultures. Bay leaf, used in ancient rituals and cooking, symbolizes protection and wisdom. Bergamot, cherished in early colognes, represents clarity and refreshment. Cedar and vetiver are grounding, with centuries of use in spiritual practices. Musk evokes sensuality, while tobacco and hay add earthy, rustic depth, historically linked to harvest and warmth. Cedarwood has been prized for its strength and calming properties, often used in sacred rituals and ancient building practices.","Fig, bay leaf, and bergamot provide a fresh, uplifting blend that supports immunity, enhances mood, and offers antioxidant benefits. Cedar, vetiver, and musk create a grounding, calming atmosphere, reducing stress and promoting emotional balance. Tobacco and hay add warmth and depth, evoking a sense of comfort. Cedarwood specifically promotes relaxation, soothes anxiety, and supports mental clarity.",9,"main accords
1- woody
2- fresh spicy
3- sweet
4- aromatic
5- fruity
6- tobacco
7- green
8- citrus
9- powdery
10- musky",5- Sexy,"MWD10 is a rich, grounding blend that combines fresh, uplifting notes with deep, earthy warmth. Fig, bay leaf, and bergamot open the scent with a bright, refreshing citrusy and fruity blend, symbolizing abundance, protection, and clarity. Cedar, vetiver, and musk provide a calming, sensual base, offering grounding and emotional balance. Tobacco and hay add rustic, earthy depth, evoking comfort and warmth. Cedarwood, prized for its strength and calming properties, enhances the fragrance with relaxation and mental clarity. With woody, fresh spicy, and sweet accords, this scent is perfect for those seeking a sexy, comforting fragrance with both elegance and warmth."
Male,MWD11,Men Woody 11,Woody,Oriental,Thanks a melon  : Sea and Mandarin,Melon,"Orange
Sea Notes
Aldehydes
Blood Mandarin","Pepper
Neroli
Cedar","Vanilla
Tonka Bean
White Musk
Amber
Vetiver
Elemi resin","Melon symbolizes refreshment and vitality, often linked to summer and abundance. Orange, blood mandarin, and sea notes evoke energy, brightness, and the refreshing essence of the ocean, with aldehydes adding a sparkling, clean quality to perfumes. Pepper brings a spicy warmth, while neroli and cedar add floral and woody depth. Vanilla, tonka bean, and white musk provide a soft, comforting base, with amber offering warmth and richness. Vetiver adds grounding, earthy notes, while elemi resin contributes a balsamic, citrusy depth, used in perfumery for its soothing properties.","Orange, sea notes, aldehydes, and blood mandarin provide a fresh, citrusy burst of energy that enhances mood, supports immunity, and refreshes the senses. Pepper, neroli, and cedar offer warmth, emotional clarity, and grounding. Vanilla, tonka bean, white musk, amber, vetiver, and elemi resin create a calming, soothing atmosphere that reduces stress and promotes relaxation. Melon adds a hydrating, refreshing note that boosts skin health and revitalizes the mind.",6,"main accords
1.	citrus
2.	aromatic
3.	vanilla
4.	aldehydic
5.	marine
6.	sweet
7.	fresh spicy
8.	fresh
9.	amber
10.	powdery",1 - Teen,"MWD11 is a bright, energizing fragrance that combines fresh citrus with soft, grounding notes. The lively blend of orange, blood mandarin, sea notes, and aldehydes delivers a sparkling, invigorating burst that refreshes the senses and uplifts the mood. Pepper, neroli, and cedar add warmth, emotional clarity, and floral depth. Vanilla, tonka bean, and white musk provide a soothing, comforting base, while amber and vetiver bring richness and grounding. Elemi resin adds a balsamic, citrusy depth that enhances the overall composition. With citrus, aromatic, and sweet accords, MWD11 is perfect for teens seeking a fresh, revitalizing scent with a touch of warmth and sophistication."
Male,MWD12,Men Woody 12,Woody,NA,That's some Sage Advice : Violet & Cedar,Clary sage.,"
Violet Leaves",Clary Sage,Cedarwood,"Violet leaves have long been associated with softness, freshness, and a subtle floral aroma, symbolizing modesty and elegance. Clary sage was valued in ancient cultures for its calming, medicinal properties and was often used in healing rituals. Cedarwood, historically prized for its strength and grounding properties, symbolizes stability and tranquility, frequently used in sacred rituals and traditional perfumes.","Violet leaves offer a soft, floral aroma that promotes relaxation, reduces stress, and enhances mood. Clary sage supports emotional balance, alleviates anxiety, and boosts mental clarity. Cedarwood provides grounding, calming effects, and helps reduce tension. Clary sage, specifically, aids in hormonal balance and supports restful sleep.",8,"main accords
1.	woody
2.	aromatic
3.	ozonic
4.	soft spicy
5.	aquatic
6.	green",2- Adult,"MWD12 is a calming, elegant fragrance that blends soft floral, aromatic, and grounding notes. Violet leaves, symbolizing modesty and freshness, provide a delicate, soothing floral aroma that promotes relaxation and reduces stress. Clary sage, valued for its calming, medicinal properties, enhances emotional balance and mental clarity, while cedarwood brings a sense of stability and tranquility, grounding the fragrance with its earthy depth. With woody, aromatic, and ozonic accords, MWD12 is perfect for adults seeking a serene, balanced scent that calms the mind, eases tension, and supports overall well-being. It's a fragrance of quiet strength and elegance."
Male,MWD2,Men Woody 2,Woody,NA,Amber Alert : Angelica & Coumarin,Amber,"
Bergamot","Angelica
Patchouli","Coumarin
Amber
Musk","Bergamot has been a cornerstone in perfumery since the 17th century, symbolizing freshness and clarity, especially in colognes. Angelica was used in ancient healing and symbolizes strength and protection. Patchouli, historically linked to spiritual rituals, adds depth and earthy richness. Coumarin offers a sweet, hay-like scent, while amber has been revered for centuries for its warm, resinous qualities, often used in sacred rituals. Musk, once derived from animals, adds a sensual and comforting base note in perfumery.","Bergamot offers a refreshing, citrusy aroma that uplifts mood, boosts energy, and provides antioxidant benefits. Angelica and patchouli promote emotional balance, reduce stress, and enhance relaxation. Coumarin, amber, and musk provide warm, sensual notes that create depth and soothe the senses. Amber, in particular, has grounding properties, reduces anxiety, and offers a calming, comforting effect.",8,"main accords
1.	amber
2.	musky
3.	woody
4.	powdery
5.	vanilla
6.	aromatic
7.	balsamic
8.	sweet
9.	warm spicy
10.	patchouli",5- Sexy,"MWD2 is a warm, sensual fragrance that combines refreshing citrus with rich, grounding notes. Bergamot opens the scent with a bright, uplifting freshness, offering mood-boosting and energizing qualities. Angelica adds a sense of strength and protection, while patchouli provides earthy depth and spiritual resonance. The heart reveals sweet, hay-like coumarin, while amber introduces warmth, resinous richness, and grounding properties. Musk adds a comforting, sensual base that enhances the fragrance’s depth. With amber, musky, and warm spicy accords, MWD2 is perfect for those seeking a sexy, comforting scent that exudes both elegance and sensual allure."
Male,MWD3,Men Woody 3,Woody,NA,As clover as they come : Luxe Leather & musk,Leather,"
Saffron
Lavender
Nutmeg
Cypress
Cardamom
Bergamot
Styrax
Cinnamon
Grapefruit
Apple
Artemisia","Tobacco
Agarwood (Oud)
Geranium
Cedar
Cypress
Cashmeran
Lily-of-the-Valley
Jasmine
Labdanum
Floral Notes","Leather
Agarwood (Oud)
Patchouli
Vetiver
Musk
Guaiac Wood
Sandalwood
Tonka Bean
Vanilla
Benzoin
Amber","Saffron, historically one of the most prized spices, symbolizes luxury and warmth, while lavender has been used since ancient times for its calming, aromatic qualities. Nutmeg and cardamom were valued in trade for their warming, exotic scents. Cypress, bergamot, and styrax have deep roots in spiritual practices. Cinnamon and grapefruit bring a vibrant, spicy-fresh energy. Apple and artemisia evoke balance and sweetness.

Tobacco, agarwood (oud), geranium, and cedar add depth, earthiness, and complexity, with cashmeran, lily-of-the-valley, and jasmine bringing floral brightness. Labdanum enhances richness, and floral notes offer a harmonious balance.

Leather represents strength and sensuality, while agarwood (oud) and patchouli have been used in sacred rituals. Vetiver, musk, guaiac wood, sandalwood, tonka bean, vanilla, benzoin, and amber are grounding, luxurious notes, often used for their warmth and deep, lasting qualities in ancient and modern perfumery.","Saffron, lavender, nutmeg, cypress, cardamom, bergamot, styrax, cinnamon, grapefruit, apple, and artemisia offer a vibrant, aromatic blend that uplifts mood, stimulates the senses, and supports emotional balance. Tobacco, agarwood (oud), geranium, cedar, cypress, cashmeran, lily-of-the-valley, jasmine, labdanum, and floral notes create a rich, luxurious fragrance that balances warmth and floral freshness, evoking calm and relaxation. Leather, agarwood (oud), patchouli, vetiver, musk, guaiac wood, sandalwood, tonka bean, vanilla, benzoin, and amber offer a deep, grounding scent that promotes emotional well-being, relaxation, and mental clarity. Leather, specifically, adds a bold, strong aroma that symbolizes strength, resilience, and confidence.",9,"main accords
1.	woody
2.	leather
3.	warm spicy
4.	aromatic
5.	fresh spicy
6.	tobacco
7.	animalic
8.	amber
9.	powdery
10.	oud",3- money,"MWD3 is a luxurious, complex fragrance that blends vibrant, fresh notes with rich, grounding elements. Saffron, lavender, nutmeg, and cardamom offer a spicy, aromatic burst that evokes warmth and luxury, while cypress, bergamot, and styrax provide depth rooted in spiritual tradition. Cinnamon and grapefruit add an energetic, fresh twist, balanced by apple and artemisia’s subtle sweetness. The heart reveals tobacco, agarwood (oud), and cedar, deepening the fragrance with earthy richness, while floral notes like jasmine and lily-of-the-valley bring brightness. The base is a powerful, sensual blend of leather, patchouli, vetiver, and amber, providing grounding and confidence. With woody, leather, and warm spicy accords, MWD3 is a scent of strength, sophistication, and resilience—perfect for those who desire a bold, lasting impression."
Male,MWD4,Men Woody 4,Woody,Oriental,Labdanum of the Opera: Cedar & Pepper,Labdanum,"Calabrian bergamot
Pepper","Sichuan Pepper
Lavender
Pink Pepper
Vetiver
Patchouli
Geranium
elemi","Ambroxan
Cedar
Labdanum","Calabrian bergamot is a key note in classic Italian perfumes, representing freshness and clarity, while pepper adds a spicy warmth. Sichuan pepper offers a unique, tingling heat, and lavender has been used since ancient times for its calming properties. Pink pepper enhances brightness, and vetiver and patchouli bring earthy, grounding depth. Geranium contributes a floral, slightly green aroma, and elemi adds a balsamic, citrusy note often used in incense.

Ambroxan provides a warm, musky base, while cedar and labdanum offer rich, resinous notes with sacred and spiritual connotations. Labdanum, particularly, has been valued since antiquity for its deep, amber-like scent, often used in perfumery and incense.","Calabrian bergamot and pepper provide a fresh, zesty aroma that stimulates the senses, boosts mood, and enhances energy. Sichuan pepper, lavender, pink pepper, vetiver, patchouli, geranium, and elemi offer a complex, aromatic blend that balances warmth, freshness, and grounding, promoting relaxation and clarity. Ambroxan, cedar, and labdanum add depth, warmth, and sensuality, helping to ground emotions and relieve stress. Labdanum specifically provides a rich, resinous note that enhances emotional healing and offers a comforting, calming effect.",9,"main accords
1.	fresh spicy
2.	amber
3.	citrus
4.	aromatic
5.	musky
6.	woody
7.	lavender
8.	herbal
9.	warm spicy",3- money,"MWD4 is an aromatic, invigorating blend that balances fresh zest with earthy depth. Calabrian bergamot provides a refreshing burst of citrus, while pepper adds a spicy warmth. Sichuan pepper tingles with unique heat, and lavender offers calming effects. Pink pepper brings brightness, while vetiver, patchouli, and geranium add grounding and complexity. Elemi introduces a balsamic, citrusy note, commonly used in incense for spiritual rituals. The base is rich and warm, with ambroxan, cedar, and labdanum adding depth and sensuality. Labdanum, valued for its amber-like richness, promotes emotional healing and calm. With fresh spicy, amber, and musky accords, this fragrance is perfect for those seeking luxury, clarity, and grounding sophistication."
